Energy consumed for RAM,RAM Power,Energy consumed for all GPUs,Total GPU Power,Energy consumed for all CPUs,Total CPU Power,Electricity used since the beginning
0.001250,3.0,0.003495,6.3584000000000005,0.000224,0.49759999999999993,0.004969
0.001258,3.0,0.003516,6.318499999999999,0.000225,0.4971999999999999,0.004998
0.001265,3.0,0.003537,6.3437,0.000226,0.5128,0.005028
0.001272,3.0,0.003558,6.3403,0.000227,0.5189000000000002,0.005057
0.001279,3.0,0.003578,6.2831,0.000228,0.32320000000000004,0.005086
0.001287,3.0,0.003599,6.3613,0.000229,0.4936,0.005115
0.001294,3.0,0.003620,6.3439000000000005,0.000231,0.4918,0.005145
0.001301,3.0,0.003641,6.2817,0.000232,0.48240000000000005,0.005174
0.001309,3.0,0.003661,5.984,0.000233,0.4835,0.005203
0.001316,3.0,0.003682,6.359,0.000234,0.43010000000000004,0.005232
0.001323,3.0,0.003703,6.310599999999999,0.000235,0.4513,0.005261
0.001331,3.0,0.003724,6.329300000000001,0.000236,0.5468000000000001,0.005291
0.001338,3.0,0.003744,6.324299999999999,0.000238,0.5067,0.005320
0.001345,3.0,0.003764,5.9979,0.000238,0.32,0.005348
0.001353,3.0,0.003785,6.2991,0.000240,0.47689999999999994,0.005377
0.001360,3.0,0.003806,6.3378000000000005,0.000241,0.4835,0.005407
0.001367,3.0,0.003827,6.3336,0.000242,0.4725,0.005436
0.001374,3.0,0.003848,6.348700000000001,0.000243,0.47170000000000006,0.005465
0.001382,3.0,0.003869,6.286200000000001,0.000244,0.3608,0.005494
0.001389,3.0,0.003889,6.2957,0.000245,0.4625,0.005523
0.001396,3.0,0.003910,6.3036,0.000246,0.48360000000000003,0.005553
0.001404,3.0,0.003931,6.328,0.000247,0.46230000000000004,0.005582
0.001411,3.0,0.003951,5.9754000000000005,0.000249,0.47650000000000003,0.005610
0.001418,3.0,0.003972,6.3703,0.000250,0.4396,0.005640
0.001426,3.0,0.003993,6.3008999999999995,0.000251,0.4529,0.005669
0.001433,3.0,0.004013,6.2707,0.000252,0.45640000000000003,0.005698
0.001440,3.0,0.004034,6.3285,0.000253,0.4699,0.005728
0.001448,3.0,0.004054,6.0059,0.000254,0.33430000000000004,0.005756
0.001455,3.0,0.004075,6.369,0.000255,0.4994,0.005785
0.001462,3.0,0.004096,6.3489,0.000256,0.4471,0.005814
0.001469,3.0,0.004117,6.291,0.000257,0.5006,0.005844
0.001477,3.0,0.004138,6.290100000000001,0.000258,0.4687,0.005873
0.001484,3.0,0.004159,6.279400000000001,0.000259,0.3564,0.005902
0.001491,3.0,0.004179,6.305600000000001,0.000260,0.4715,0.005931
0.001499,3.0,0.004200,6.3493,0.000262,0.4751000000000001,0.005961
0.001506,3.0,0.004221,6.3385,0.000263,0.4862000000000001,0.005990
0.001513,3.0,0.004241,5.9796,0.000264,0.4816,0.006018
0.001520,3.0,0.004262,6.347300000000001,0.000265,0.43949999999999995,0.006047
0.001528,3.0,0.004282,6.229,0.000266,0.4637999999999999,0.006076
0.001535,3.0,0.004304,6.3731,0.000267,0.45600000000000007,0.006106
0.001542,3.0,0.004324,6.294299999999999,0.000269,0.6904,0.006136
0.001550,3.0,0.004344,5.9731000000000005,0.000270,0.3227,0.006164
0.001557,3.0,0.004365,6.3389,0.000271,0.442,0.006193
0.001564,3.0,0.004386,6.3123000000000005,0.000272,0.44079999999999997,0.006222
0.001572,3.0,0.004407,6.3789,0.000273,0.5701,0.006252
0.001579,3.0,0.004428,6.3412999999999995,0.000274,0.4389,0.006281
0.001586,3.0,0.004449,6.361500000000001,0.000275,0.3117,0.006310
0.001594,3.0,0.004470,6.303,0.000276,0.4781000000000001,0.006340
0.001601,3.0,0.004491,6.3852,0.000277,0.47729999999999995,0.006369
0.001608,3.0,0.004512,6.3564,0.000279,0.4979,0.006399
0.001616,3.0,0.004531,5.9393,0.000280,0.41690000000000005,0.006427
0.001623,3.0,0.004552,6.319100000000001,0.000281,0.4912,0.006456
0.001630,3.0,0.004573,6.3130999999999995,0.000282,0.45730000000000004,0.006485
0.001637,3.0,0.004594,6.324199999999999,0.000283,0.45829999999999993,0.006515
0.001645,3.0,0.004615,6.240000000000001,0.000284,0.3214,0.006543
0.001652,3.0,0.004634,5.9177,0.000284,0.1741,0.006571
0.001659,3.0,0.004655,6.2472,0.000285,0.3484,0.006599
0.001667,3.0,0.004676,6.262300000000001,0.000286,0.44899999999999995,0.006629
0.001674,3.0,0.004696,6.3036,0.000287,0.3181,0.006657
0.001681,3.0,0.004717,6.288300000000001,0.000288,0.3073,0.006686
0.001689,3.0,0.004738,6.2905,0.000288,0.1751,0.006715
0.001696,3.0,0.004759,6.2675,0.000289,0.488,0.006744
0.001703,3.0,0.004779,6.2700000000000005,0.000290,0.3706,0.006773
0.001711,3.0,0.004800,6.2464,0.000291,0.32530000000000003,0.006802
0.001718,3.0,0.004820,5.9826999999999995,0.000292,0.3177,0.006830
0.001725,3.0,0.004840,6.274300000000001,0.000293,0.4029,0.006859
0.001733,3.0,0.004861,6.2479,0.000294,0.3499,0.006887
0.001740,3.0,0.004882,6.298699999999999,0.000294,0.3168000000000001,0.006916
0.001747,3.0,0.004903,6.3053,0.000295,0.3068,0.006945
0.001755,3.0,0.004922,5.869,0.000296,0.1729,0.006973
0.001762,3.0,0.004943,6.302599999999999,0.000296,0.3192,0.007001
0.001769,3.0,0.004964,6.3029,0.000297,0.30369999999999997,0.007030
0.001777,3.0,0.004985,6.2923,0.000298,0.3659,0.007059
0.001784,3.0,0.005005,6.2726,0.000299,0.34880000000000005,0.007088
0.001791,3.0,0.005026,6.295200000000001,0.000299,0.1739,0.007117
0.001798,3.0,0.005047,6.268900000000001,0.000300,0.3356,0.007146
0.001806,3.0,0.005068,6.2661,0.000301,0.3014,0.007174
0.001813,3.0,0.005088,6.253400000000001,0.000302,0.3691,0.007203
0.001820,3.0,0.005108,5.9027,0.000303,0.34740000000000004,0.007231
0.001828,3.0,0.005128,6.290200000000001,0.000303,0.3236,0.007260
0.001835,3.0,0.005149,6.274500000000001,0.000304,0.2987000000000001,0.007289
0.001842,3.0,0.005170,6.2661999999999995,0.000305,0.36610000000000004,0.007317
0.001850,3.0,0.005191,6.2773,0.000306,0.342,0.007346
0.001857,3.0,0.005210,5.9124,0.000306,0.169,0.007374
0.001864,3.0,0.005231,6.308599999999999,0.000307,0.31120000000000003,0.007402
0.001872,3.0,0.005252,6.285200000000001,0.000308,0.356,0.007431
0.001879,3.0,0.005273,6.2844999999999995,0.000309,0.3292,0.007460
0.001886,3.0,0.005293,6.2201,0.000310,0.374,0.007489
0.001894,3.0,0.005314,6.257300000000001,0.000310,0.1747,0.007518
0.001901,3.0,0.005335,6.2482,0.000311,0.31999999999999995,0.007546
0.001908,3.0,0.005355,6.243399999999999,0.000312,0.3428,0.007575
0.001916,3.0,0.005376,6.301900000000001,0.000312,0.31849999999999995,0.007604
0.001923,3.0,0.005396,5.9232,0.000313,0.29660000000000003,0.007632
0.001930,3.0,0.005416,6.2181,0.000314,0.3395,0.007660
0.001937,3.0,0.005437,6.2886,0.000315,0.31700000000000006,0.007689
0.001945,3.0,0.005458,6.2574,0.000316,0.3036,0.007718
0.001952,3.0,0.005478,6.288,0.000316,0.36610000000000004,0.007747
0.001959,3.0,0.005498,5.9229,0.000317,0.1902,0.007774
0.001967,3.0,0.005519,6.3041,0.000318,0.30200000000000005,0.007803
0.001974,3.0,0.005539,6.2490000000000006,0.000319,0.3633,0.007832
0.001981,3.0,0.005560,6.3015,0.000319,0.3674000000000001,0.007861
0.001989,3.0,0.005581,6.2287,0.000320,0.33330000000000004,0.007890
0.001996,3.0,0.005602,6.2744,0.000321,0.1756,0.007918
0.002003,3.0,0.005622,6.2635000000000005,0.000322,0.3799,0.007947
0.002011,3.0,0.005643,6.2658000000000005,0.000322,0.3777,0.007976
0.002018,3.0,0.005664,6.3116,0.000323,0.3582,0.008005
0.002025,3.0,0.005684,6.0635,0.000324,0.336,0.008033
0.002033,3.0,0.005704,6.2866,0.000325,0.3212,0.008062
0.002040,3.0,0.005725,6.255800000000001,0.000326,0.3035,0.008091
0.002047,3.0,0.005746,6.303000000000001,0.000327,0.47100000000000003,0.008120
0.002055,3.0,0.005767,6.2912,0.000328,0.3556,0.008149
0.002062,3.0,0.005786,5.878099999999999,0.000328,0.1804,0.008176
